Date,Route,Rating,Notes,URL,Pitches,Location,Avg Stars,Your Stars,Style,Lead Style,Route Type,Your Grade,Length,Route Crag,Route State
2022-12-07,Christian’s Side Hug,M4,No Notes,https://www.mountainproject.com/route/121726904/christians-side-hug,1,Washington > Central-West Cascades & Seattle > North Bend & Vicinity > Exit 38 > **Dry Tooling & Ice Climbing at Exit 38 > Wayne’s World Dry Tooling > Excellent Adventure Wall,2.6,3,Lead,Not Led,"Sport, Mixed",Not Assigned,45.0,Excellent Adventure Wall,Washington
2022-12-07,Moves Like Dave,M4-5,warmup,https://www.mountainproject.com/route/120067037/moves-like-dave,1,Washington > Central-West Cascades & Seattle > North Bend & Vicinity > Exit 38 > **Dry Tooling & Ice Climbing at Exit 38 > Wayne’s World Dry Tooling > Excellent Adventure Wall,3.2,4,Lead,Not Led,"Sport, TR, Mixed",Not Assigned,35.0,Excellent Adventure Wall,Washington
2022-11-26,Chicken McNuggets,5.10b,No Notes,https://www.mountainproject.com/route/105789342/chicken-mcnuggets,1,Oregon > Central Oregon > Smith Rock > (f) Cocaine Gully,2.8,4,Lead,Not Led,Sport,Not Assigned,80.0,(f) Cocaine Gully,Oregon
2022-11-23,Headless Horseman,5.10d,Now that’s what I’m talking about! ,https://www.mountainproject.com/route/105790444/headless-horseman,1,Oregon > Central Oregon > Smith Rock > (i) The Fourth Horseman,3.5,4,Lead,Onsight,Sport,Not Assigned,80.0,(i) The Fourth Horseman,Oregon
2022-11-23,Tuff It Out,5.10a,No Notes,https://www.mountainproject.com/route/106070889/tuff-it-out,1,Oregon > Central Oregon > Smith Rock > (i) The Fourth Horseman,2.4,2,Lead,Onsight,Sport,Not Assigned,70.0,(i) The Fourth Horseman,Oregon
2022-11-17,"Party on, Wayne",M5+,No Notes,https://www.mountainproject.com/route/119398615/party-on-wayne,1,Washington > Central-West Cascades & Seattle > North Bend & Vicinity > Exit 38 > **Dry Tooling & Ice Climbing at Exit 38 > Wayne’s World Dry Tooling > Wayne’s World,3.3,4,Lead,Onsight,"Sport, TR, Mixed",Not Assigned,60.0,Wayne’s World,Washington
2022-11-17,"Party on, Garth",M6-,No Notes,https://www.mountainproject.com/route/120722784/party-on-garth,1,Washington > Central-West Cascades & Seattle > North Bend & Vicinity > Exit 38 > **Dry Tooling & Ice Climbing at Exit 38 > Wayne’s World Dry Tooling > Wayne’s World,3.3,4,Lead,Redpoint,"Sport, TR, Mixed",Not Assigned,50.0,Wayne’s World,Washington
2022-11-17,"Party on, Garth",M6-,"Fun lead, well protected at the crux. Sussing out the beta ",https://www.mountainproject.com/route/120722784/party-on-garth,1,Washington > Central-West Cascades & Seattle > North Bend & Vicinity > Exit 38 > **Dry Tooling & Ice Climbing at Exit 38 > Wayne’s World Dry Tooling > Wayne’s World,3.3,4,Lead,Fell/Hung,"Sport, TR, Mixed",Not Assigned,50.0,Wayne’s World,Washington
2022-11-17,Schwing Left,M4,No Notes,https://www.mountainproject.com/route/118327087/schwing-left,1,Washington > Central-West Cascades & Seattle > North Bend & Vicinity > Exit 38 > **Dry Tooling & Ice Climbing at Exit 38 > Wayne’s World Dry Tooling > Wayne’s World,2.7,3,Lead,Flash,"Sport, TR, Mixed",Not Assigned,55.0,Wayne’s World,Washington
2022-11-14,Joanne’s Overhanging Water Slide,M6,Incredible,https://www.mountainproject.com/route/121689072/joannes-overhanging-water-slide,1,Washington > Central-West Cascades & Seattle > North Bend & Vicinity > Exit 38 > **Dry Tooling & Ice Climbing at Exit 38 > Wayne’s World Dry Tooling > Excellent Adventure Wall,3.5,4,Lead,Onsight,"Sport, Mixed",Not Assigned,55.0,Excellent Adventure Wall,Washington
2022-11-14,Seam Reaper,M5,First M5 ,https://www.mountainproject.com/route/120003713/seam-reaper,1,Washington > Central-West Cascades & Seattle > North Bend & Vicinity > Exit 38 > **Dry Tooling & Ice Climbing at Exit 38 > Wayne’s World Dry Tooling > Excellent Adventure Wall,3.6,4,Lead,Onsight,"Sport, TR, Mixed",Not Assigned,40.0,Excellent Adventure Wall,Washington
2022-11-14,Christian’s Side Hug,M4,Two laps. Fun route ,https://www.mountainproject.com/route/121726904/christians-side-hug,1,Washington > Central-West Cascades & Seattle > North Bend & Vicinity > Exit 38 > **Dry Tooling & Ice Climbing at Exit 38 > Wayne’s World Dry Tooling > Excellent Adventure Wall,2.6,3,Lead,Onsight,"Sport, Mixed",Not Assigned,45.0,Excellent Adventure Wall,Washington
2022-11-14,Moves Like Dave,M4-5,First dry lead! Well bolted ,https://www.mountainproject.com/route/120067037/moves-like-dave,1,Washington > Central-West Cascades & Seattle > North Bend & Vicinity > Exit 38 > **Dry Tooling & Ice Climbing at Exit 38 > Wayne’s World Dry Tooling > Excellent Adventure Wall,3.2,4,Lead,Not Led,"Sport, TR, Mixed",Not Assigned,35.0,Excellent Adventure Wall,Washington
2022-10-18,Psycho Wussy,5.11b,No Notes,https://www.mountainproject.com/route/112070225/psycho-wussy,1,Washington > Central-West Cascades & Seattle > North Bend & Vicinity > Exit 32 / Little Si > World Wall Group > World Wall,2.9,3,Lead,Redpoint,Sport,Not Assigned,60.0,World Wall,Washington
2022-10-18,Son of Jesus,5.10c,No Notes,https://www.mountainproject.com/route/106386267/son-of-jesus,1,Washington > Central-West Cascades & Seattle > North Bend & Vicinity > Exit 32 / Little Si > World Wall Group > World Wall,3.0,3,Lead,Not Led,Sport,Not Assigned,70.0,World Wall,Washington
2022-10-12,Monkey Space,5.11b,"First time up the monkey - airy, techy, powerful. Perfect, besides having our second rope take a ride to the ground following a fall at a crux. Rapped down the route with a 70m and didn’t have any issues. Heinous rope drag coming off the short rappel from the summit to the cave",https://www.mountainproject.com/route/105791523/monkey-space,3,Oregon > Central Oregon > Smith Rock > (s) Monkey Face,3.7,4,Lead,Not Led,Sport,Not Assigned,100.0,(s) Monkey Face,Oregon
2022-10-12,5 Gallon Buckets,5.8,No Notes,https://www.mountainproject.com/route/105789060/5-gallon-buckets,1,Oregon > Central Oregon > Smith Rock > (g) Morning Glory Wall,3.2,-1,Lead,Flash,Sport,Not Assigned,60.0,(g) Morning Glory Wall,Oregon
2022-10-11,Chicken McNuggets,5.10b,No Notes,https://www.mountainproject.com/route/105789342/chicken-mcnuggets,1,Oregon > Central Oregon > Smith Rock > (f) Cocaine Gully,2.8,4,Lead,Onsight,Sport,Not Assigned,80.0,(f) Cocaine Gully,Oregon
2022-10-11,The Flat Earth,5.12a,No Notes,https://www.mountainproject.com/route/105796562/the-flat-earth,1,Oregon > Central Oregon > Smith Rock > (k) The Dihedrals,2.6,3,Lead,Fell/Hung,Sport,Not Assigned,70.0,(k) The Dihedrals,Oregon
2022-10-11,Moonshine Dihedral,5.9,No Notes,https://www.mountainproject.com/route/105790283/moonshine-dihedral,2,Oregon > Central Oregon > Smith Rock > (k) The Dihedrals,3.6,4,Lead,Onsight,Trad,Not Assigned,90.0,(k) The Dihedrals,Oregon
2022-10-09,[Redacted],5.12b,Tough ,https://www.mountainproject.com/route/105880407/redacted,1,Oregon > Central Oregon > Smith Rock > (f) Cocaine Gully,3.0,-1,Lead,Fell/Hung,Sport,Not Assigned,40.0,(f) Cocaine Gully,Oregon
2022-10-09,5 Gallon Buckets,5.8,Cool down w/ runners ,https://www.mountainproject.com/route/105789060/5-gallon-buckets,1,Oregon > Central Oregon > Smith Rock > (g) Morning Glory Wall,3.2,-1,Lead,Flash,Sport,Not Assigned,60.0,(g) Morning Glory Wall,Oregon
2022-10-09,Bloodshot,5.11c,Feeling out the moves. Sweet route ,https://www.mountainproject.com/route/106382806/bloodshot,1,Oregon > Central Oregon > Smith Rock > (f) Cocaine Gully,3.7,4,Lead,Fell/Hung,Sport,Not Assigned,90.0,(f) Cocaine Gully,Oregon
2022-10-09,Dirty Pinkos,5.9+,Walk-off the fastest option back to the base ,https://www.mountainproject.com/route/108347741/dirty-pinkos,4,Oregon > Central Oregon > Smith Rock > (u) Red Wall,3.4,4,Lead,Onsight,Sport,Not Assigned,136.0,(u) Red Wall,Oregon
2022-10-08,Bad Moon Rising,5.11a,No Notes,https://www.mountainproject.com/route/105803451/bad-moon-rising,1,Oregon > Central Oregon > Smith Rock > (q) Mesa Verde Wall,3.4,4,Lead,Onsight,Sport,Not Assigned,90.0,(q) Mesa Verde Wall,Oregon
2022-10-08,Lion's Jaw,5.8,Warmup. MGW is packed ,https://www.mountainproject.com/route/105820721/lions-jaw,1,Oregon > Central Oregon > Smith Rock > (g) Morning Glory Wall,3.1,-1,Lead,Onsight,Trad,Not Assigned,80.0,(g) Morning Glory Wall,Oregon
2022-10-06,Psycho Wussy,5.11b,"1 fall, missed the finger pocket ",https://www.mountainproject.com/route/112070225/psycho-wussy,1,Washington > Central-West Cascades & Seattle > North Bend & Vicinity > Exit 32 / Little Si > World Wall Group > World Wall,2.9,3,Lead,Fell/Hung,Sport,Not Assigned,60.0,World Wall,Washington
2022-10-04,Rainy Day Women,5.12a,First 12a in the books ,https://www.mountainproject.com/route/105789888/rainy-day-women,1,Washington > Central-West Cascades & Seattle > North Bend & Vicinity > Exit 32 / Little Si > World Wall Group > World Wall,3.6,4,Lead,Redpoint,Sport,Not Assigned,100.0,World Wall,Washington
2022-10-01,RPM,5.10b,Epic day ,https://www.mountainproject.com/route/111958075/rpm,6,"Washington > Central-East Cascades, Wenatchee, & Leavenworth > Leavenworth > Icicle Creek > Snow Creek Area > Snow Creek Wall",3.6,4,Lead,Onsight,Trad,Not Assigned,800.0,Snow Creek Wall,Washington
2022-09-29,Rainy Day Women,5.12a,1 take at the crux and one uneccesary fall right after,https://www.mountainproject.com/route/105789888/rainy-day-women,1,Washington > Central-West Cascades & Seattle > North Bend & Vicinity > Exit 32 / Little Si > World Wall Group > World Wall,3.6,4,Lead,Fell/Hung,Sport,Not Assigned,100.0,World Wall,Washington
2022-09-29,Girls in the Gym,5.10c,Warmup. Definitely a thoughtful route ,https://www.mountainproject.com/route/106386277/girls-in-the-gym,1,Washington > Central-West Cascades & Seattle > North Bend & Vicinity > Exit 32 / Little Si > World Wall Group > World Wall,2.8,3,Lead,Not Led,Sport,Not Assigned,80.0,World Wall,Washington
2022-09-25,Pure Joy,5.10c,"1 fall, foot popped ",https://www.mountainproject.com/route/105973915/pure-joy,1,Washington > South-Central & Yakima > Tieton River > The Bend > Bend West,3.5,4,Lead,Fell/Hung,Trad,Not Assigned,136.0,Bend West,Washington
2022-09-25,Orange Sunshine,5.10b,No Notes,https://www.mountainproject.com/route/105922178/orange-sunshine,1,Washington > South-Central & Yakima > Tieton River > Royal Columns > Orange Sunshine area,3.6,4,Lead,Onsight,Trad,Not Assigned,70.0,Orange Sunshine area,Washington
2022-09-25,Jam Exam,5.9,No Notes,https://www.mountainproject.com/route/106022092/jam-exam,1,Washington > South-Central & Yakima > Tieton River > Royal Columns > Orange Sunshine area,3.4,4,Lead,Flash,Trad,Not Assigned,60.0,Orange Sunshine area,Washington
2022-09-24,Wildcat Crack,5.10c,No Notes,https://www.mountainproject.com/route/106191555/wildcat-crack,1,Washington > South-Central & Yakima > Tieton River > Wildcat Wall,4.0,4,Lead,Flash,Trad,Not Assigned,90.0,Wildcat Wall,Washington
2022-09-24,Rhythm and Sorrow,5.11a,First 11a on gear ,https://www.mountainproject.com/route/106467914/rhythm-and-sorrow,1,Washington > South-Central & Yakima > Tieton River > Wildcat Wall,4.0,4,Lead,Fell/Hung,Trad,Not Assigned,100.0,Wildcat Wall,Washington
2022-09-24,Mark's Crack (Left),5.10a,No Notes,https://www.mountainproject.com/route/106892413/marks-crack-left,1,Washington > South-Central & Yakima > Tieton River > Wildcat Wall,2.5,3,Lead,Onsight,Trad,Not Assigned,50.0,Wildcat Wall,Washington
2022-09-23,Blood Lust,5.10,No Notes,https://www.mountainproject.com/route/110906417/blood-lust,1,Washington > South-Central & Yakima > Tieton River > The Bend > Bend North,2.7,-1,Lead,Onsight,Trad,Not Assigned,50.0,Bend North,Washington
2022-09-23,Tongue n' Cheek,5.10b,No Notes,https://www.mountainproject.com/route/111274268/tongue-n-cheek,1,Washington > South-Central & Yakima > Tieton River > The Bend > Bend North,2.5,-1,TR,Not Led,Sport,Not Assigned,75.0,Bend North,Washington
2022-09-23,Mutiny in Manila,5.10a,No Notes,https://www.mountainproject.com/route/117339370/mutiny-in-manila,1,Washington > South-Central & Yakima > Tieton River > The Bend > Bend North,2.6,-1,Lead,Onsight,Trad,Not Assigned,70.0,Bend North,Washington
2022-09-23,"People, Places and Things",5.8+,No Notes,https://www.mountainproject.com/route/108692972/people-places-and-things,1,Washington > South-Central & Yakima > Tieton River > The Bend > Bend North,2.7,-1,Not Specified,Not Led,Trad,Not Assigned,70.0,Bend North,Washington
2022-09-22,Son of Jesus,5.10c,Warmup ,https://www.mountainproject.com/route/106386267/son-of-jesus,1,Washington > Central-West Cascades & Seattle > North Bend & Vicinity > Exit 32 / Little Si > World Wall Group > World Wall,3.0,3,Lead,Not Led,Sport,Not Assigned,70.0,World Wall,Washington
2022-09-22,Rainy Day Women,5.12a,next time ,https://www.mountainproject.com/route/105789888/rainy-day-women,1,Washington > Central-West Cascades & Seattle > North Bend & Vicinity > Exit 32 / Little Si > World Wall Group > World Wall,3.6,4,Lead,Fell/Hung,Sport,Not Assigned,100.0,World Wall,Washington
2022-09-20,Direct North Ridge,5.9+,"9:45 car-to-car (3:40 to base of climb, 3:20 from p1 to summit, 15 minutes chilling at the summit, 2:30 bombing it back to the car); Simuled the 6 hardest pitches (first few & Gendarm) and soloed the rest. Rad day out w/ Justin ",https://www.mountainproject.com/route/106245725/direct-north-ridge,23,"Washington > Central-East Cascades, Wenatchee, & Leavenworth > Stuart-Enchantments > Mt Stuart",3.9,4,Solo,Not Led,"Trad, Alpine",Not Assigned,2800.0,Mt Stuart,Washington
2022-09-19,Son of Jesus,5.10c,Warmup ,https://www.mountainproject.com/route/106386267/son-of-jesus,1,Washington > Central-West Cascades & Seattle > North Bend & Vicinity > Exit 32 / Little Si > World Wall Group > World Wall,3.0,3,Lead,Flash,Sport,Not Assigned,70.0,World Wall,Washington
2022-09-19,Rainy Day Women,5.12a,1 fall at the upper crux section ,https://www.mountainproject.com/route/105789888/rainy-day-women,1,Washington > Central-West Cascades & Seattle > North Bend & Vicinity > Exit 32 / Little Si > World Wall Group > World Wall,3.6,4,Lead,Fell/Hung,Sport,Not Assigned,100.0,World Wall,Washington
2022-09-19,Aborigine,5.11b,No Notes,https://www.mountainproject.com/route/105793712/aborigine,1,Washington > Central-West Cascades & Seattle > North Bend & Vicinity > Exit 32 / Little Si > World Wall Group > World Wall,3.4,4,Lead,Redpoint,Sport,Not Assigned,60.0,World Wall,Washington
2022-09-17,St. Vitus' Dance,5.9,Did the .10a variation on p2 - totally worth it! Doubles from .3-4 felt adequate ,https://www.mountainproject.com/route/105843781/st-vitus-dance,5,International > North America > Canada > British Columbia > Squamish > Stawamus Chief > The Apron,3.4,4,Lead,Onsight,Trad,Not Assigned,600.0,The Apron,International
2022-09-14,The Ascentionist,5.10b/c,3:45 top to bottom. Totally worth hopping on! Keep an eye out for loose rocks. P3 & P5 are $$$,https://www.mountainproject.com/route/114778289/the-ascentionist,6,Washington > Central-West Cascades & Seattle > North Bend & Vicinity > Exit 38 > Deception Crags > Nevermind Wall,2.9,4,Lead,Onsight,Sport,Not Assigned,580.0,Nevermind Wall,Washington
2022-09-13,Strip Clip,5.9,No Notes,https://www.mountainproject.com/route/106002156/strip-clip,1,Washington > Central-West Cascades & Seattle > North Bend & Vicinity > Exit 38 > Deception Crags > Nevermind Wall,2.1,-1,Lead,Not Led,Sport,Not Assigned,60.0,Nevermind Wall,Washington
2022-09-13,Architect Rally,5.11a,No Notes,https://www.mountainproject.com/route/106221614/architect-rally,1,Washington > Central-West Cascades & Seattle > North Bend & Vicinity > Exit 38 > Deception Crags > Nevermind Wall,2.9,-1,Lead,Redpoint,Sport,Not Assigned,70.0,Nevermind Wall,Washington
2022-09-13,You're Only Nice to Me When I Tie You Up,5.10d,No Notes,https://www.mountainproject.com/route/108512177/youre-only-nice-to-me-when-i-tie-you-up,1,Washington > Central-West Cascades & Seattle > North Bend & Vicinity > Exit 38 > Deception Crags > Substation,2.3,3,Lead,Not Led,Sport,Not Assigned,45.0,Substation,Washington
2022-09-13,Cultureshock,5.12a,New project ,https://www.mountainproject.com/route/105793317/cultureshock,1,Washington > Central-West Cascades & Seattle > North Bend & Vicinity > Exit 38 > Deception Crags > Nevermind Wall,3.4,-1,Lead,Fell/Hung,Sport,Not Assigned,55.0,Nevermind Wall,Washington
2022-09-13,Lovey-Dovey,5.10a,No Notes,https://www.mountainproject.com/route/107616232/lovey-dovey,1,Washington > Central-West Cascades & Seattle > North Bend & Vicinity > Exit 38 > Deception Crags > Substation,2.7,3,Lead,Flash,Sport,Not Assigned,40.0,Substation,Washington
2022-09-11,Old Milwaukee Road,5.10a,No Notes,https://www.mountainproject.com/route/108330417/old-milwaukee-road,1,Washington > Central-West Cascades & Seattle > North Bend & Vicinity > Exit 38 > Deception Crags > Deception Wall,3.1,-1,Lead,Flash,Sport,Not Assigned,90.0,Deception Wall,Washington
2022-09-11,Derailed (short),5.7,No Notes,https://www.mountainproject.com/route/114560757/derailed-short,1,Washington > Central-West Cascades & Seattle > North Bend & Vicinity > Exit 38 > Deception Crags > Deception Wall,1.9,-1,Lead,Onsight,Sport,Not Assigned,136.0,Deception Wall,Washington
2022-09-11,La Vida Locomotive,5.11a,No Notes,https://www.mountainproject.com/route/109116887/la-vida-locomotive,1,Washington > Central-West Cascades & Seattle > North Bend & Vicinity > Exit 38 > Deception Crags > Deception Wall,3.4,-1,Lead,Redpoint,Sport,Not Assigned,90.0,Deception Wall,Washington
2022-09-10,Lovey-Dovey,5.10a,No Notes,https://www.mountainproject.com/route/107616232/lovey-dovey,1,Washington > Central-West Cascades & Seattle > North Bend & Vicinity > Exit 38 > Deception Crags > Substation,2.7,3,Lead,Flash,Sport,Not Assigned,40.0,Substation,Washington
2022-09-09,Architect Rally,5.11a,1 fall,https://www.mountainproject.com/route/106221614/architect-rally,1,Washington > Central-West Cascades & Seattle > North Bend & Vicinity > Exit 38 > Deception Crags > Nevermind Wall,2.9,-1,Lead,Fell/Hung,Sport,Not Assigned,70.0,Nevermind Wall,Washington
2022-09-06,Megatherion,5.11b,2 hangs ,https://www.mountainproject.com/route/107239666/megatherion,1,Washington > Central-West Cascades & Seattle > North Bend & Vicinity > Exit 32 / Little Si > World Wall Group > World Wall,3.0,-1,Lead,Fell/Hung,Sport,Not Assigned,85.0,World Wall,Washington
2022-09-06,Aborigine,5.11b,1 fall right before the final jugs ,https://www.mountainproject.com/route/105793712/aborigine,1,Washington > Central-West Cascades & Seattle > North Bend & Vicinity > Exit 32 / Little Si > World Wall Group > World Wall,3.4,4,Lead,Fell/Hung,Sport,Not Assigned,60.0,World Wall,Washington
2022-09-06,Son of Jesus,5.10c,No Notes,https://www.mountainproject.com/route/106386267/son-of-jesus,1,Washington > Central-West Cascades & Seattle > North Bend & Vicinity > Exit 32 / Little Si > World Wall Group > World Wall,3.0,3,Lead,Onsight,Sport,Not Assigned,70.0,World Wall,Washington
2022-09-04,Leeper's Z Corner,5.7,Doubles from .3 to 3 and a 4 felt adequate if you go deeper into the crack. Honestly could have gotten away with just 3s & lower. Eats 2s up ,https://www.mountainproject.com/route/108154702/leepers-z-corner,1,Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > Lookout Point Area > Hag Crag,2.7,3,Lead,Onsight,"Trad, TR",Not Assigned,90.0,Hag Crag,Washington
2022-09-04,Senior Citizens in Space,5.7+,No Notes,https://www.mountainproject.com/route/106057429/senior-citizens-in-space,1,Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > Lookout Point Area > Private Idaho,3.7,-1,Lead,Onsight,"Trad, TR",Not Assigned,100.0,Private Idaho,Washington
2022-09-01,Namby-Pamby,5.10b,No Notes,https://www.mountainproject.com/route/107616268/namby-pamby,1,Washington > Central-West Cascades & Seattle > North Bend & Vicinity > Exit 38 > Deception Crags > Substation,2.6,-1,Lead,Onsight,Sport,Not Assigned,40.0,Substation,Washington
2022-09-01,Big Mama,5.10c/d,No Notes,https://www.mountainproject.com/route/106221622/big-mama,1,Washington > Central-West Cascades & Seattle > North Bend & Vicinity > Exit 38 > Deception Crags > Nevermind Wall,2.9,-1,Lead,Onsight,Sport,Not Assigned,60.0,Nevermind Wall,Washington
2022-09-01,Powerless,5.10c,No Notes,https://www.mountainproject.com/route/106887446/powerless,1,Washington > Central-West Cascades & Seattle > North Bend & Vicinity > Exit 38 > Deception Crags > Nevermind Wall,2.2,-1,Lead,Onsight,Sport,Not Assigned,45.0,Nevermind Wall,Washington
2022-09-01,Neverigine,5.10a,No Notes,https://www.mountainproject.com/route/105793329/neverigine,1,Washington > Central-West Cascades & Seattle > North Bend & Vicinity > Exit 38 > Deception Crags > Nevermind Wall,2.4,-1,Lead,Onsight,Sport,Not Assigned,60.0,Nevermind Wall,Washington
2022-08-30,La Vida Locomotive,5.11a,No Notes,https://www.mountainproject.com/route/109116887/la-vida-locomotive,1,Washington > Central-West Cascades & Seattle > North Bend & Vicinity > Exit 38 > Deception Crags > Deception Wall,3.4,-1,Lead,Fell/Hung,Sport,Not Assigned,90.0,Deception Wall,Washington
2022-08-30,Old Milwaukee Road,5.10a,No Notes,https://www.mountainproject.com/route/108330417/old-milwaukee-road,1,Washington > Central-West Cascades & Seattle > North Bend & Vicinity > Exit 38 > Deception Crags > Deception Wall,3.1,-1,Lead,Onsight,Sport,Not Assigned,90.0,Deception Wall,Washington
2022-08-28,Oyaji Milkman Loves the Sea,5.7+,No Notes,https://www.mountainproject.com/route/122604039/oyaji-milkman-loves-the-sea,1,Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > Lookout Point Area > Planet Index > Lookout jr,3.4,4,Lead,Onsight,Trad,Not Assigned,70.0,Lookout jr,Washington
2022-08-28,Those Two Hummingbirds Who Never Met,5.9,No Notes,https://www.mountainproject.com/route/121083831/those-two-hummingbirds-who-never-met,1,Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > Lookout Point Area > Hag Crag,3.1,4,Lead,Onsight,"Trad, TR",Not Assigned,70.0,Hag Crag,Washington
2022-08-28,Hag Crack,5.6,Ehhhhh,https://www.mountainproject.com/route/109395698/hag-crack,1,Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > Lookout Point Area > Hag Crag,2.3,-1,Lead,Onsight,"Trad, TR",Not Assigned,80.0,Hag Crag,Washington
2022-08-14,Sahale Glacier,Easy 5th Easy Snow,w/ mitchell & hans ,https://www.mountainproject.com/route/111724517/sahale-glacier,1,Washington > Northwest Region > Hwy 20 and North Cascades National Park > North Cascades > Boston Basin > Sahale Peak,3.0,3,Solo,Not Led,"Trad, Snow, Alpine",Not Assigned,136.0,Sahale Peak,Washington
2022-07-25,The Toiler,5.12a,"One fall at crux on 11c section, rough time on the 12 section above… ",https://www.mountainproject.com/route/108090011/the-toiler,3,California > Sierra Eastside > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Mustache Wall,3.9,-1,Lead,Fell/Hung,Sport,Not Assigned,300.0,Mustache Wall,California
2022-07-25,Boldly Departed,5.11b,No Notes,https://www.mountainproject.com/route/107062932/boldly-departed,1,California > Sierra Eastside > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Mustache Wall,3.4,-1,Lead,Onsight,Sport,Not Assigned,100.0,Mustache Wall,California
2022-07-25,Becky Route,5.9+,No Notes,https://www.mountainproject.com/route/106808844/becky-route,1,California > Sierra Eastside > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Mustache Wall,2.9,4,Lead,Onsight,Sport,Not Assigned,100.0,Mustache Wall,California
2022-07-22,The Dagger,5.8,No Notes,https://www.mountainproject.com/route/106520721/the-dagger,1,Montana > Southwest Region > Gallatin Canyon > West Side > Gallatin Tower,2.9,-1,Lead,Flash,Trad,Not Assigned,40.0,Gallatin Tower,Montana
