Date,Route,Rating,Notes,URL,Pitches,Location,Avg Stars,Your Stars,Style,Lead Style,Route Type,Your Grade,Length,Route Crag,Route State
2022-12-19,Twin Falls Left + Right,WI3,No Notes,https://www.mountainproject.com/route/107091640/twin-falls-left-right,1,Montana > Southwest Region > Hyalite Canyon > Twin Falls Area,3.1,-1,Lead,Onsight,Ice,Not Assigned,200.0,Twin Falls Area,Montana
2022-12-19,Cleopatra's Needle,WI5,"Felt solid, with Nathan ",https://www.mountainproject.com/route/107091441/cleopatras-needle,3,Montana > Southwest Region > Hyalite Canyon > Twin Falls Area,3.9,-1,Lead,Onsight,Ice,Not Assigned,250.0,Twin Falls Area,Montana
2022-12-14,Pleasure Dog (aka It's a Bitch),5.10b,No Notes,https://www.mountainproject.com/route/105880562/pleasure-dog-aka-its-a-bitch,1,Nevada > Southern Nevada > Red Rocks > 03-First Pullout (Calico I) > Dog Wall,2.5,-1,Lead,Onsight,Sport,Not Assigned,50.0,Dog Wall,Nevada
2022-12-14,"Dog Logic (aka Here Kitty, Kitty)",5.11b,No Notes,https://www.mountainproject.com/route/105880567/dog-logic-aka-here-kitty-kitty,1,Nevada > Southern Nevada > Red Rocks > 03-First Pullout (Calico I) > Dog Wall,2.5,-1,Lead,Fell/Hung,Sport,Not Assigned,50.0,Dog Wall,Nevada
2022-12-14,No Dogs Allowed (aka K-9),5.12b,No Notes,https://www.mountainproject.com/route/105880571/no-dogs-allowed-aka-k-9,1,Nevada > Southern Nevada > Red Rocks > 03-First Pullout (Calico I) > Dog Wall,2.9,-1,Lead,Fell/Hung,Sport,Not Assigned,50.0,Dog Wall,Nevada
2022-12-14,Cat Walk,5.10a/b,No Notes,https://www.mountainproject.com/route/105880631/cat-walk,1,Nevada > Southern Nevada > Red Rocks > 03-First Pullout (Calico I) > Dog Wall,2.4,-1,Lead,Not Led,Sport,Not Assigned,40.0,Dog Wall,Nevada
2022-12-13,Solarium,V4,No Notes,https://www.mountainproject.com/route/105943524/solarium,4,California > Sierra Eastside > Bishop Area > Volcanic Tablelands (Happy/Sad Boulders) > Happy Boulders > Central Happiness Area > Solarium Boulder,3.2,-1,Attempt,Not Led,Boulder,Not Assigned,15.0,Solarium Boulder,California
2022-12-12,Rim Job (1st Anchor),5.11b,No Notes,https://www.mountainproject.com/route/118592305/rim-job-1st-anchor,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Banana Belt,2.8,-1,Lead,Fell/Hung,Sport,Not Assigned,115.0,Banana Belt,California
2022-12-12,Environmental Terrorist,5.10c,No Notes,https://www.mountainproject.com/route/105896610/environmental-terrorist,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Banana Belt,2.7,-1,Lead,Not Led,Sport,Not Assigned,80.0,Banana Belt,California
2022-12-07,Makayla,5.10-,No Notes,https://www.mountainproject.com/route/109897691/makayla,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Banana Belt,3.2,-1,Lead,Not Led,Sport,Not Assigned,140.0,Banana Belt,California
2022-12-07,Environmental Terrorist,5.10c,No Notes,https://www.mountainproject.com/route/105896610/environmental-terrorist,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Banana Belt,2.7,-1,TR,Not Led,Sport,Not Assigned,80.0,Banana Belt,California
2022-12-07,Wedge-O,5.10b,No Notes,https://www.mountainproject.com/route/105896614/wedge-o,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Banana Belt,2.9,-1,TR,Not Led,Sport,Not Assigned,90.0,Banana Belt,California
2022-12-07,Wedge-O,5.10b,No Notes,https://www.mountainproject.com/route/105896614/wedge-o,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Banana Belt,2.9,-1,Lead,Not Led,Sport,Not Assigned,90.0,Banana Belt,California
2022-12-06,Kling and Smirk,V2+,No Notes,https://www.mountainproject.com/route/106054156/kling-and-smirk,2,California > Sierra Eastside > Bishop Area > Volcanic Tablelands (Happy/Sad Boulders) > Happy Boulders > Savannah Area > Savannah Boulder,2.7,-1,Not Specified,Not Led,Boulder,Not Assigned,220.0,Savannah Boulder,California
2022-12-06,Ketron Classic,V4,No Notes,https://www.mountainproject.com/route/106054139/ketron-classic,2,California > Sierra Eastside > Bishop Area > Volcanic Tablelands (Happy/Sad Boulders) > Happy Boulders > Savannah Area > Savannah Boulder,3.6,-1,Send,Not Led,Boulder,Not Assigned,220.0,Savannah Boulder,California
2022-12-06,Carrot Top,V3,No Notes,https://www.mountainproject.com/route/106126702/carrot-top,1,California > Sierra Eastside > Bishop Area > Volcanic Tablelands (Happy/Sad Boulders) > Happy Boulders > Savannah Area > Fred Boulder,3.0,-1,Send,Not Led,Boulder,Not Assigned,12.0,Fred Boulder,California
2022-12-05,Pumping Groundwater,5.12a,"3 laps, many goes at the crux section, got it about 50% of the time when freshish. Fell once at the upper crux as well ",https://www.mountainproject.com/route/105936323/pumping-groundwater,4,California > Sierra Eastside > Bishop Area > Owens River Gorge > Lower Gorge > Penstock Rock,3.4,-1,Lead,Fell/Hung,Sport,Not Assigned,90.0,Penstock Rock,California
2022-12-03,The Space Suit,V3,No Notes,https://www.mountainproject.com/route/107018161/the-space-suit,2,California > Sierra Eastside > Bishop Area > Volcanic Tablelands (Happy/Sad Boulders) > Sad Boulders > Kung-Fu Area > Space Suit Boulder,2.7,-1,Send,Not Led,Boulder,Not Assigned,15.0,Space Suit Boulder,California
2022-12-03,The Fang,V4,Got to the lip past the fang and fell off the jugs like a moron then was too tired to send again ,https://www.mountainproject.com/route/106731640/the-fang,1,California > Sierra Eastside > Bishop Area > Volcanic Tablelands (Happy/Sad Boulders) > Sad Boulders > Sad Parrot Area > The Bird Cage Boulder,3.5,-1,Not Specified,Not Led,Boulder,Not Assigned,15.0,The Bird Cage Boulder,California
2022-12-02,Focus,5.11b,No Notes,https://www.mountainproject.com/route/105911123/focus,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Solarium,3.4,-1,TR,Not Led,Sport,Not Assigned,60.0,Solarium,California
2022-12-02,Black Hole,5.12b,No Notes,https://www.mountainproject.com/route/105881153/black-hole,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Solarium,3.6,-1,Lead,Fell/Hung,Sport,Not Assigned,115.0,Solarium,California
2022-10-11,The North Face,5.11c,One hung p2 and p4. Need to use flake left to reach through to .3s on p2 and need to punch it harder or be stronger on the last bit of p4.,https://www.mountainproject.com/route/105863822/the-north-face,9,California > Yosemite National Park > Yosemite Valley > Lower Merced River Canyon > Ba. The Rostrum,4.0,-1,Lead,Fell/Hung,Trad,Not Assigned,700.0,Ba. The Rostrum,California
2022-10-09,Manana,5.10d,Bloody good climb ,https://www.mountainproject.com/route/106615858/manana,1,California > Yosemite National Park > Yosemite Valley > Valley South Side > N. Sentinel Creek Area,3.8,-1,Lead,Flash,Trad,Not Assigned,120.0,N. Sentinel Creek Area,California
2022-10-09,Hari-Kiri,5.10a,No Notes,https://www.mountainproject.com/route/106616004/hari-kiri,1,California > Yosemite National Park > Yosemite Valley > Valley South Side > N. Sentinel Creek Area,3.1,-1,TR,Not Led,Trad,Not Assigned,120.0,N. Sentinel Creek Area,California
2022-10-08,Steck-Salathe,5.10-,"12 hrs c2c. With Lars, so wide but chockstones like us have a blast in the wide. Body hilariously sore today. ",https://www.mountainproject.com/route/105862873/steck-salathe,15,California > Yosemite National Park > Yosemite Valley > Valley South Side > M. Sentinel Rock,3.8,-1,Lead,Onsight,Trad,Not Assigned,220.0,M. Sentinel Rock,California
2022-10-06,The Grack - Center,5.6,1 pitch with Kevin 30 minutes RT ,https://www.mountainproject.com/route/105862623/the-grack-center,3,California > Yosemite National Park > Yosemite Valley > Valley South Side > I. Glacier Point Apron > 3. The Grack Area,3.4,-1,Lead,Onsight,Trad,Not Assigned,500.0,3. The Grack Area,California
2022-10-06,Royal Arches (5.10- or 5.7 A0),5.10a/b A0,2 or 3 pitches. 3 hours RT ,https://www.mountainproject.com/route/105862881/royal-arches-510-or-57-a0,15,California > Yosemite National Park > Yosemite Valley > Valley North Side > H. Royal Arches Area > Royal Arches > Central Royal Arches,3.4,-1,Lead,Onsight,"Trad, Aid",Not Assigned,2000.0,Central Royal Arches,California
2022-10-01,Oz,5.10d,Fell on the 10d pitch but did well on the corner. Knob face climbing is tricky and my toes were numb ,https://www.mountainproject.com/route/105862944/oz,5,California > Yosemite National Park > Tuolumne Meadows > Drug Dome,3.9,-1,Lead,Not Led,Trad,Not Assigned,600.0,Drug Dome,California
2022-09-24,Fire Stone,5.12-,Fell at the second bolt ,https://www.mountainproject.com/route/106832338/fire-stone,1,Washington > South-Central & Yakima > Tieton River > Wildcat Wall,3.0,-1,TR,Not Led,Trad,Not Assigned,100.0,Wildcat Wall,Washington
2022-09-24,Wildcat Crack,5.10c,No Notes,https://www.mountainproject.com/route/106191555/wildcat-crack,1,Washington > South-Central & Yakima > Tieton River > Wildcat Wall,4.0,-1,Lead,Onsight,Trad,Not Assigned,90.0,Wildcat Wall,Washington
2022-09-24,Colonnade,5.11b,No Notes,https://www.mountainproject.com/route/106467906/colonnade,1,Washington > South-Central & Yakima > Tieton River > Wildcat Wall,3.8,-1,Lead,Onsight,Trad,Not Assigned,100.0,Wildcat Wall,Washington
2022-09-24,Wildcat Crack,5.10c,No Notes,https://www.mountainproject.com/route/106191555/wildcat-crack,1,Washington > South-Central & Yakima > Tieton River > Wildcat Wall,4.0,-1,TR,Not Led,Trad,Not Assigned,90.0,Wildcat Wall,Washington
2022-09-22,Rainy Day Women,5.12a,1 fall going to the jug at the high Crux. It will go down ,https://www.mountainproject.com/route/105789888/rainy-day-women,1,Washington > Central-West Cascades & Seattle > North Bend & Vicinity > Exit 32 / Little Si > World Wall Group > World Wall,3.6,-1,Lead,Fell/Hung,Sport,Not Assigned,100.0,World Wall,Washington
2022-09-22,Viagro,5.12b,No Notes,https://www.mountainproject.com/route/105812387/viagro,1,Washington > Central-West Cascades & Seattle > North Bend & Vicinity > Exit 32 / Little Si > World Wall Group > World Wall,2.9,-1,Lead,Fell/Hung,Sport,Not Assigned,85.0,World Wall,Washington
2022-09-22,Son of Jesus,5.10c,No Notes,https://www.mountainproject.com/route/106386267/son-of-jesus,1,Washington > Central-West Cascades & Seattle > North Bend & Vicinity > Exit 32 / Little Si > World Wall Group > World Wall,3.0,-1,Lead,Not Led,Sport,Not Assigned,70.0,World Wall,Washington
2022-09-21,Direct North Ridge,5.9+,"9:45 c2c, 3:20 on route. 30m 8mm rope single rack. Simuled p1-3 and the gendarme. Scramble the rest ",https://www.mountainproject.com/route/106245725/direct-north-ridge,20,"Washington > Central-East Cascades, Wenatchee, & Leavenworth > Stuart-Enchantments > Mt Stuart",3.9,-1,Lead,Not Led,"Trad, Alpine",Not Assigned,2800.0,Mt Stuart,Washington
2022-09-12,West Ridge,Easy 5th,No Notes,https://www.mountainproject.com/route/110175068/west-ridge,1,Washington > Central-West Cascades & Seattle > Snoqualmie Pass Area > Lundin Peak,2.3,-1,Solo,Not Led,Trad,Not Assigned,3300.0,Lundin Peak,Washington
2022-09-11,Rainy Day Women,5.12a,No Notes,https://www.mountainproject.com/route/105789888/rainy-day-women,1,Washington > Central-West Cascades & Seattle > North Bend & Vicinity > Exit 32 / Little Si > World Wall Group > World Wall,3.6,-1,Lead,Fell/Hung,Sport,Not Assigned,100.0,World Wall,Washington
2022-09-11,Aborigine,5.11b,No Notes,https://www.mountainproject.com/route/105793712/aborigine,1,Washington > Central-West Cascades & Seattle > North Bend & Vicinity > Exit 32 / Little Si > World Wall Group > World Wall,3.4,-1,Lead,Fell/Hung,Sport,Not Assigned,60.0,World Wall,Washington
2022-09-10,West Ridge,5.7,No Notes,https://www.mountainproject.com/route/105808527/west-ridge,4,"Washington > Central-East Cascades, Wenatchee, & Leavenworth > Stuart-Enchantments > Prusik Peak",3.5,-1,Solo,Not Led,"Trad, Alpine",Not Assigned,400.0,Prusik Peak,Washington
2022-09-09,Stanley-Burgner,5.10a,"1st pitch 10+ variation- Lael lead “alpine craggers delight”

The burly wideness of the last 2 pitches is honorable ",https://www.mountainproject.com/route/105808515/stanley-burgner,6,"Washington > Central-East Cascades, Wenatchee, & Leavenworth > Stuart-Enchantments > Prusik Peak",3.7,-1,Lead,Not Led,"Trad, Alpine",Not Assigned,500.0,Prusik Peak,Washington
2022-09-08,Solid Gold,5.11a,P2 and 4. Psyched ,https://www.mountainproject.com/route/107618376/solid-gold,5,"Washington > Central-East Cascades, Wenatchee, & Leavenworth > Stuart-Enchantments > Prusik Peak",4.0,-1,Lead,Redpoint,"Trad, Alpine",Not Assigned,450.0,Prusik Peak,Washington
2022-09-06,Cunning Stunt,5.10c/d,No Notes,https://www.mountainproject.com/route/105800865/cunning-stunt,1,Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > The Country Area > (c) The Country,3.6,-1,Lead,Not Led,Sport,Not Assigned,80.0,(c) The Country,Washington
2022-09-06,Climax Control,5.11c,"2 falls at sloper crux, then finally hit the seam on the sloper and pulled through. ",https://www.mountainproject.com/route/105805759/climax-control,1,Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > The Country Area > (c) The Country,3.5,-1,Lead,Fell/Hung,Sport,Not Assigned,70.0,(c) The Country,Washington
2022-09-06,Climax Control,5.11c,No Notes,https://www.mountainproject.com/route/105805759/climax-control,2,Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > The Country Area > (c) The Country,3.5,-1,TR,Not Led,Sport,Not Assigned,70.0,(c) The Country,Washington
2022-09-05,SS Ultrabrutal,5.7,No Notes,https://www.mountainproject.com/route/105790674/ss-ultrabrutal,1,Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > The Country Area > (c) The Country,2.0,-1,Lead,Not Led,Trad,Not Assigned,45.0,(c) The Country,Washington
2022-09-05,Tunnel Vision,5.10d,1 fall at long move crux ,https://www.mountainproject.com/route/107818883/tunnel-vision,1,Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > The Country Area > (c) The Country,2.7,-1,Lead,Fell/Hung,Sport,Not Assigned,40.0,(c) The Country,Washington
2022-09-05,Hell Bent for Glory,5.10d,No Notes,https://www.mountainproject.com/route/108136104/hell-bent-for-glory,3,Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > The Diamond Area > The Diamond,3.7,-1,Not Specified,Not Led,Trad,Not Assigned,220.0,The Diamond,Washington
2022-08-28,Fisher Chimneys,4th AI1 Mod. Snow,No Notes,https://www.mountainproject.com/route/112041948/fisher-chimneys,1,Washington > Northwest Region > Hwy 20 and North Cascades National Park > North Cascades > Mt. Shuksan > Main Peak,3.6,-1,Not Specified,Not Led,"Trad, Ice, Snow, Alpine",Not Assigned,4000.0,Main Peak,Washington
2022-08-26,Guillotine,5.12a,No Notes,https://www.mountainproject.com/route/112358389/guillotine,1,Washington > Northwest Region > Hwy 20 and North Cascades National Park > Upper Skagit Valley > Diablo Wall,3.2,-1,TR,Not Led,Sport,Not Assigned,100.0,Diablo Wall,Washington
2022-08-26,Oso,5.11a,No Notes,https://www.mountainproject.com/route/112358383/oso,1,Washington > Northwest Region > Hwy 20 and North Cascades National Park > Upper Skagit Valley > Diablo Wall,2.6,-1,TR,Not Led,Sport,Not Assigned,70.0,Diablo Wall,Washington
2022-08-26,Shiny Yellow Crane,5.12a,No Notes,https://www.mountainproject.com/route/112358206/shiny-yellow-crane,1,Washington > Northwest Region > Hwy 20 and North Cascades National Park > Upper Skagit Valley > Diablo Wall,4.0,-1,TR,Not Led,Sport,Not Assigned,110.0,Diablo Wall,Washington
2022-08-25,Liberty Crack,5.11a C2,"With Nathan. Lead P1-5. Pulled on 1 piton like a coward at the 10+ bit at the end of P1, should’ve gotten that one clean. Aided p2-3. P4-5 clean and then one more little slip on the 5.10 chimney roof thing right after the rotten block. Sleeper crux. 12 hrs c2c. 

P3 bashies are fucked. 1st cable is broken, 2nd cable is totally gone. They block the gear placements, had to pull a scary move with a shit .1 at my feet to reach the hand crack above. Need to bring a bathook(to hook the busted bashies) or something to remove the bashies. ",https://www.mountainproject.com/route/106512297/liberty-crack,12,Washington > Northwest Region > Hwy 20 and North Cascades National Park > North Cascades > Washington Pass > Liberty Bell Group > Liberty Bell,3.7,-1,Lead,Fell/Hung,"Trad, Aid, Alpine",Not Assigned,1200.0,Liberty Bell,Washington
2022-08-24,The West Face,5.11-,Led p1 and 2. Nathan led the crux. I tronsighted. Supah good chill alpine crag climb. Did the climb in 3 long pitches ,https://www.mountainproject.com/route/105847147/the-west-face,6,Washington > Northwest Region > Hwy 20 and North Cascades National Park > North Cascades > Washington Pass > Liberty Bell Group > North Early Winter Spire,3.8,-1,Lead,Onsight,"Trad, Alpine",Not Assigned,500.0,North Early Winter Spire,Washington
2022-07-09,And Say,5.11,No Notes,https://www.mountainproject.com/route/110383269/and-say,5,Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > Lookout Point Area > Lookout Point,3.8,-1,Lead,Fell/Hung,"Trad, TR",Not Assigned,300.0,Lookout Point,Washington
2022-07-07,Rattletale,5.10b,No Notes,https://www.mountainproject.com/route/106204435/rattletale,3,Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > Lookout Point Area > Rattletale Wall,3.8,-1,Lead,Not Led,Trad,Not Assigned,220.0,Rattletale Wall,Washington
2022-06-08,Liberty Ridge,AI2-3 Steep Snow,With Rowan. Postholed the whole way up Topped out in a white out. Rad day. 24hr car to car 15 hours to summit ,https://www.mountainproject.com/route/106459197/liberty-ridge,6,Washington > South-West & Tacoma > Southwest Cascades > Mount Rainier,3.8,-1,Lead,Not Led,"Ice, Snow, Alpine",Not Assigned,5700.0,Mount Rainier,Washington
2022-04-27,Lock and Pop,V3,No Notes,https://www.mountainproject.com/route/108184516/lock-and-pop,1,"Washington > Central-East Cascades, Wenatchee, & Leavenworth > Leavenworth > Icicle Creek > ** Bouldering in Icicle Creek > Forestland Boulders > Lock and Pop Boulder",2.2,-1,Send,Not Led,Boulder,Not Assigned,8.0,Lock and Pop Boulder,Washington
2022-04-26,Fuhrer Finger,Mod. Snow,No Notes,https://www.mountainproject.com/route/106636996/fuhrer-finger,1,Washington > South-West & Tacoma > Southwest Cascades > Mount Rainier,3.4,-1,Lead,Onsight,"Snow, Alpine",Not Assigned,9000.0,Mount Rainier,Washington
2022-04-26,Ingraham Glacier Direct,Mod. Snow,No Notes,https://www.mountainproject.com/route/106812783/ingraham-glacier-direct,1,Washington > South-West & Tacoma > Southwest Cascades > Mount Rainier,3.0,-1,Lead,Onsight,"Snow, Alpine",Not Assigned,4500.0,Mount Rainier,Washington
2022-04-26,Ingraham Glacier-Disappointment Cleaver Route,Mod. Snow,No Notes,https://www.mountainproject.com/route/105877100/ingraham-glacier-disappointment-cleaver-route,1,Washington > South-West & Tacoma > Southwest Cascades > Mount Rainier,3.0,-1,Lead,Onsight,"Trad, Snow, Alpine",Not Assigned,220.0,Mount Rainier,Washington
2022-04-26,The Real Thing,V4,No Notes,https://www.mountainproject.com/route/106288755/the-real-thing,1,"Washington > Central-East Cascades, Wenatchee, & Leavenworth > Leavenworth > Icicle Creek > ** Bouldering in Icicle Creek > Forestland Boulders > The Real Thing Boulder",3.6,-1,Attempt,Not Led,Boulder,Not Assigned,220.0,The Real Thing Boulder,Washington
2022-04-26,The Real Thing,V4,No Notes,https://www.mountainproject.com/route/106288755/the-real-thing,1,"Washington > Central-East Cascades, Wenatchee, & Leavenworth > Leavenworth > Icicle Creek > ** Bouldering in Icicle Creek > Forestland Boulders > The Real Thing Boulder",3.6,-1,Attempt,Not Led,Boulder,Not Assigned,220.0,The Real Thing Boulder,Washington
2022-04-26,Feel The Pinch,V5,No Notes,https://www.mountainproject.com/route/108184582/feel-the-pinch,1,"Washington > Central-East Cascades, Wenatchee, & Leavenworth > Leavenworth > Icicle Creek > ** Bouldering in Icicle Creek > Forestland Boulders > Busted Boulder",3.4,-1,Attempt,Not Led,Boulder,Not Assigned,12.0,Busted Boulder,Washington
