Date,Route,Rating,Notes,URL,Pitches,Location,Avg Stars,Your Stars,Style,Lead Style,Route Type,Your Grade,Length,Route Crag,Route State
2022-10-08,Munginella,5.6,With Hayden. Went out to a bolted arete on the second pitch and finished with a cool hand crack. ,https://www.mountainproject.com/route/105867008/munginella,3,California > Yosemite National Park > Yosemite Valley > Valley North Side > E. Yosemite Falls Area > Five Open Books > First Tier,2.9,-1,Lead,Onsight,Trad,Not Assigned,300.0,First Tier,California
2022-10-02,Central Pillar of Frenzy,5.9,"I led P2, 4. Took about half a dozen times on the P2 finger crack because I was *spooked* but all other pitches clean. Great route. Used an 80m, missed the intermediate anchor rappelling, had to jug up. PITA",https://www.mountainproject.com/route/105862930/central-pillar-of-frenzy,5,California > Yosemite National Park > Yosemite Valley > Valley South Side > P. Cathedral Area > 6. Middle Cathedral Rock,3.8,-1,Lead,Fell/Hung,Trad,Not Assigned,500.0,6. Middle Cathedral Rock,California
2022-10-01,Oz,5.10d,"Caterpillar with Justin and Lars. I was the middle. One take on the 10d face pitch, but everything else clean. ",https://www.mountainproject.com/route/105862944/oz,4,California > Yosemite National Park > Tuolumne Meadows > Drug Dome,3.9,-1,Follow,Not Led,Trad,Not Assigned,600.0,Drug Dome,California
2022-09-25,Life in the Cretaceous,5.10a,I mean… idk. Do I even like rock climbing anymore?,https://www.mountainproject.com/route/107305829/life-in-the-cretaceous,1,California > Yosemite National Park > Tuolumne Meadows > Daff Area > Cottage Domes > East Cottage Dome (aka Erratic Dome) > West Face,2.4,-1,TR,Not Led,"Sport, Alpine",Not Assigned,50.0,West Face,California
2022-09-25,Life in the Cretaceous,5.10a,That felt…terrible. I can tell I haven’t face climbed in 7 months,https://www.mountainproject.com/route/107305829/life-in-the-cretaceous,1,California > Yosemite National Park > Tuolumne Meadows > Daff Area > Cottage Domes > East Cottage Dome (aka Erratic Dome) > West Face,2.4,-1,Lead,Fell/Hung,"Sport, Alpine",Not Assigned,50.0,West Face,California
2022-09-24,Outer Limits,5.10c,Got halfway up on TR after aborting a lead attempt. Felt ok on TR,https://www.mountainproject.com/route/105874465/outer-limits,1,California > Yosemite National Park > Yosemite Valley > Lower Merced River Canyon > Aj. Cookie Area > The Cookie Cliff,3.8,-1,TR,Not Led,Trad,Not Assigned,190.0,The Cookie Cliff,California
2022-09-24,Super Slide,5.9,"With Ashley. Led everything, linked 1-2 and 3-4. ",https://www.mountainproject.com/route/105915124/super-slide,5,California > Yosemite National Park > Yosemite Valley > Valley North Side > H. Royal Arches Area > Royal Arches > Western Royal Arches,3.2,-1,Lead,Onsight,Trad,Not Assigned,500.0,Western Royal Arches,California
2022-08-31,The Mountaineer's Route,3rd Mod. Snow,Descent after the East Buttress. Gross scree skiing but not too sketchy. ,https://www.mountainproject.com/route/107170320/the-mountaineers-route,1,California > High Sierra > 14 - Whitney & Surrounding Peaks > Mt. Whitney,2.9,-1,Not Specified,Not Led,"Snow, Alpine",Not Assigned,1500.0,Mt. Whitney,California
2022-08-31,East Buttress,5.7,"Simul led the whole thing in 4 blocks. Couldn’t wipe a grin off my face the whole time. Climbing was somewhat scrambly, but it didn’t matter when you turned around to look at the view. And tallest point in the lower 48!! Great day

Timing notes: hiking at 3:25am, dropped packs at Iceberg at 6:40a (3hr15), climbing from 7:30a-10:30a. We were cruising until the third simul blocked dragged a bit and I had to do some looking for the best route. And then there was a false summit so I just pulled Adam up on the old hand belay and did one more simul block. Took our time going down, nice break at our packs and then at the outlet stream of UBS, and hit the car at 3pm. ",https://www.mountainproject.com/route/105789686/east-buttress,11,California > High Sierra > 14 - Whitney & Surrounding Peaks > Mt. Whitney,3.6,4,Lead,Onsight,"Trad, Alpine",Not Assigned,1000.0,Mt. Whitney,California
2022-08-28,East Arete,3rd,"Descent after Fishhook. Note to self, never go up this!",https://www.mountainproject.com/route/105803189/east-arete,1,California > High Sierra > 14 - Whitney & Surrounding Peaks > Mt. Russell,3.4,-1,Not Specified,Not Led,"Trad, Alpine",Not Assigned,88.0,Mt. Russell,California
2022-08-28,Fishhook Arête,5.9,"Tiring C2C with Adam after driving from Washington and doing Glacier Peak 7 days prior. Somewhat underwhelming climbing but such a beautiful place. Awesome weather too; T-shirts at 14k feet! 

Timing notes: started hiking at 4:08am. Started climbing around 9am. Started descending at 1:45pm. Got to the car at 5:53pm.  ",https://www.mountainproject.com/route/105802684/fishhook-arete,8,California > High Sierra > 14 - Whitney & Surrounding Peaks > Mt. Russell,3.8,3,Lead,Onsight,"Trad, Alpine",Not Assigned,1000.0,Mt. Russell,California
2022-08-20,Gerdine Ridge/Cool Glacier,Easy Snow,"C2C. Hans, Riley and I. ",https://www.mountainproject.com/route/107257991/gerdine-ridgecool-glacier,1,Washington > Northwest Region > Darrington and Mountain Loop Hwy > Glacier Peak Wilderness > Glacier Peak,2.9,-1,Not Specified,Not Led,Snow,Not Assigned,3000.0,Glacier Peak,Washington
2022-08-14,Sahale Glacier,Easy 5th Easy Snow,"Hans, Haigh and I. Great day out. ",https://www.mountainproject.com/route/111724517/sahale-glacier,1,Washington > Northwest Region > Hwy 20 and North Cascades National Park > North Cascades > Boston Basin > Sahale Peak,3.0,-1,Not Specified,Not Led,"Trad, Snow, Alpine",Not Assigned,88.0,Sahale Peak,Washington
2022-08-08,Ingraham Glacier-Disappointment Cleaver Route,Mod. Snow,"With Dad, Justin and his dad, and Trey.",https://www.mountainproject.com/route/105877100/ingraham-glacier-disappointment-cleaver-route,1,Washington > South-West & Tacoma > Southwest Cascades > Mount Rainier,3.0,-1,Not Specified,Not Led,"Trad, Snow, Alpine",Not Assigned,88.0,Mount Rainier,Washington
2022-07-31,Klahanie Crack,5.7,No Notes,https://www.mountainproject.com/route/105947052/klahanie-crack,1,International > North America > Canada > British Columbia > Squamish > Shannon Falls > Shannon Falls Wall,3.7,-1,Lead,Flash,Trad,Not Assigned,90.0,Shannon Falls Wall,International
2022-07-31,The Spirit of Squamish,5.8,"Started at 5:30am, first ones on route! Very fun climb. ",https://www.mountainproject.com/route/120765388/the-spirit-of-squamish,8,International > North America > Canada > British Columbia > Squamish > Shannon Falls > Shannon Falls Wall,3.5,-1,Lead,Not Led,Trad,Not Assigned,700.0,Shannon Falls Wall,International
2022-07-31,Skywalker,5.8,"A quite excellent day. Kara, Banjo, Miller and I did this and Spirit. Rapped down the waterfall back to the base instead of hiking off. Minor tomfoolery required. Much fun and nice views resulted.",https://www.mountainproject.com/route/107198282/skywalker,5,International > North America > Canada > British Columbia > Squamish > Shannon Falls > Shannon Falls Wall,3.5,-1,Lead,Not Led,Trad,Not Assigned,300.0,Shannon Falls Wall,International
2022-07-30,Neat and Cool,5.10a,My sport climbing fitness isn&#39;t quite there but I fought through the pump. Cool climb. ,https://www.mountainproject.com/route/105910806/neat-and-cool,1,International > North America > Canada > British Columbia > Squamish > The Smoke Bluffs > Neat and Cool,3.4,-1,Lead,Flash,Trad,Not Assigned,60.0,Neat and Cool,International
2022-07-30,Cornflakes,5.6,No Notes,https://www.mountainproject.com/route/105962497/cornflakes,1,International > North America > Canada > British Columbia > Squamish > The Smoke Bluffs > Neat and Cool,2.3,-1,Lead,Onsight,Trad,Not Assigned,65.0,Neat and Cool,International
2022-07-30,Quarryman,5.8,No Notes,https://www.mountainproject.com/route/105857742/quarryman,1,International > North America > Canada > British Columbia > Squamish > The Smoke Bluffs > Penny Lane,3.2,-1,Lead,Onsight,Trad,Not Assigned,75.0,Penny Lane,International
2022-07-30,Popeye and the Raven,5.10c,No Notes,https://www.mountainproject.com/route/105858078/popeye-and-the-raven,1,International > North America > Canada > British Columbia > Squamish > The Smoke Bluffs > Penny Lane,3.4,-1,TR,Not Led,Trad,Not Assigned,82.0,Penny Lane,International
2022-07-23,East Face / Rebel Yell,5.10,"An “ordeal” with Miller. Challenging approach. We didn’t have traction for the snow which was interesting. In the end approach just took us too much time, as well there was a party of 3 on the route when we got there. Miller led through the finger crack as P1, then all the way to the base of the splitter as P2 (top of P4). I followed the fingers clean which was cool, but French freed the crap out of the chimney. But we followed our discussed turn around time and got back to the car safely just before dark, so definitely counts as a successful alpine day. 
Timing: Started hiking at 8:30am, hit Burgundy Col at 12:00pm (3.5hrs), started climbing at 1:30pm, started rapping at 4:30pm, snow saddle at 6:00pm, back to cars right at 9pm. 12.5hrs C2C.",https://www.mountainproject.com/route/106256230/east-face-rebel-yell,4,Washington > Northwest Region > Hwy 20 and North Cascades National Park > North Cascades > Washington Pass > Silver Star and Wine Spires > Chianti Spire,3.8,-1,Follow,Not Led,"Trad, Alpine",Not Assigned,800.0,Chianti Spire,Washington
2022-07-22,Southwest Rib,5.8,"Great Friday afternoon with Miller. Left the cars at 2:45pm after Miller drove in from Wyoming, 6.5hrs C2C, got back right at dark. Great day. Gorgeous views and golden hour. Saw a bear on the way up and back in the first meadow. Did the 10b fingers variation on P3.
1hr17 car to base, 3hr on route. 6.5hrs C2C",https://www.mountainproject.com/route/106416669/southwest-rib,7,Washington > Northwest Region > Hwy 20 and North Cascades National Park > North Cascades > Washington Pass > Liberty Bell Group > South Early Winters Spire,3.5,-1,Lead,Onsight,"Trad, Alpine",Not Assigned,900.0,South Early Winters Spire,Washington
2022-07-17,South Spur,Easy Snow,Fun solo adventure. Camped on the lunch counter and enjoyed gorgeous views from the summit. Very fun glissading on the way down.,https://www.mountainproject.com/route/105883004/south-spur,1,Washington > South-West & Tacoma > Southwest Cascades > Mount Adams,2.7,-1,Solo,Not Led,"Trad, Snow, Alpine",Not Assigned,88.0,Mount Adams,Washington
2022-06-19,St. Vitus' Dance AKA Return to the Womb,5.10d,Failed to execute the final throw first try. ,https://www.mountainproject.com/route/106270721/st-vitus-dance-aka-return-to-the-womb,1,"Washington > Central-East Cascades, Wenatchee, & Leavenworth > Leavenworth > Icicle Creek > Alphabet Rock",3.5,-1,TR,Not Led,Sport,Not Assigned,88.0,Alphabet Rock,Washington
2022-06-19,Dogleg Crack,5.8+,No Notes,https://www.mountainproject.com/route/105825054/dogleg-crack,1,"Washington > Central-East Cascades, Wenatchee, & Leavenworth > Leavenworth > Icicle Creek > Alphabet Rock",2.7,-1,TR,Not Led,Trad,Not Assigned,60.0,Alphabet Rock,Washington
2022-06-18,Golden Delicious,5.8,Yay fun w Lindsey,https://www.mountainproject.com/route/109269857/golden-delicious,2,"Washington > Central-East Cascades, Wenatchee, & Leavenworth > Leavenworth > Icicle Creek > Snow Creek Area > Pearly Gates",2.1,-1,Lead,Onsight,Trad,Not Assigned,140.0,Pearly Gates,Washington
2022-06-18,Celestial Groove,5.9+,"Stout start for my first route of the day, but otherwise just that 1 hang. Injured knee feeling good!",https://www.mountainproject.com/route/105791954/celestial-groove,1,"Washington > Central-East Cascades, Wenatchee, & Leavenworth > Leavenworth > Icicle Creek > Snow Creek Area > Pearly Gates",3.4,-1,Lead,Fell/Hung,Trad,Not Assigned,88.0,Pearly Gates,Washington
2022-06-11,The Prow,5.4,I linked the first 2 up to the ledge. ,https://www.mountainproject.com/route/105874010/the-prow,4,North Carolina > 2. Northern Mountains Region > Linville Gorge > Amphitheater,3.1,-1,Lead,Onsight,Trad,Not Assigned,500.0,Amphitheater,North Carolina
2022-06-11,The Mummy,5.5,No Notes,https://www.mountainproject.com/route/105905544/the-mummy,3,North Carolina > 2. Northern Mountains Region > Linville Gorge > Amphitheater,3.5,-1,Lead,Onsight,Trad,Not Assigned,350.0,Amphitheater,North Carolina
2022-06-11,The Daddy,5.6,Romping with Ben. Fun day,https://www.mountainproject.com/route/105883690/the-daddy,5,North Carolina > 2. Northern Mountains Region > Linville Gorge > Amphitheater,3.6,-1,Lead,Onsight,Trad,Not Assigned,500.0,Amphitheater,North Carolina
2022-05-22,Easton Glacier,Easy Snow,"Great day with Hans and Ben. Skinned 2 mi up the road and all the way up the glacier. Not a crevasse in sight. Hans and I turned around at the Sherman Crater due to time and incoming weather, plus I was pretty gassed. Have to tag the summit another time!",https://www.mountainproject.com/route/107168660/easton-glacier,1,Washington > Northwest Region > Hwy 20 and North Cascades National Park > North Cascades > Mt. Baker,2.6,-1,Not Specified,Not Led,"Snow, Alpine",Not Assigned,88.0,Mt. Baker,Washington
2022-05-17,Megatherion,5.11b,No Notes,https://www.mountainproject.com/route/107239666/megatherion,1,Washington > Central-West Cascades & Seattle > North Bend & Vicinity > Exit 32 / Little Si > World Wall Group > World Wall,3.0,-1,Lead,Fell/Hung,Sport,Not Assigned,85.0,World Wall,Washington
2022-05-17,Bad Guy,5.11c,"1 hang?!?! On an 11c, 2nd try? Stoked. ",https://www.mountainproject.com/route/105820566/bad-guy,1,Washington > Central-West Cascades & Seattle > North Bend & Vicinity > Exit 32 / Little Si > World Wall Group > World Wall,3.1,-1,Lead,Fell/Hung,Sport,Not Assigned,60.0,World Wall,Washington
2022-05-17,Bad Guy,5.11c,No Notes,https://www.mountainproject.com/route/105820566/bad-guy,1,Washington > Central-West Cascades & Seattle > North Bend & Vicinity > Exit 32 / Little Si > World Wall Group > World Wall,3.1,-1,Lead,Fell/Hung,Sport,Not Assigned,60.0,World Wall,Washington
2022-05-17,Reptiles and Amphetamines,5.9,No Notes,https://www.mountainproject.com/route/105793829/reptiles-and-amphetamines,1,Washington > Central-West Cascades & Seattle > North Bend & Vicinity > Exit 32 / Little Si > World Wall Group > World Wall,2.9,-1,Lead,Onsight,Sport,Not Assigned,50.0,World Wall,Washington
2022-05-14,Satan's Little Helper,5.8+,No Notes,https://www.mountainproject.com/route/105793703/satans-little-helper,1,Washington > Central Region > Frenchman Coulee (Vantage) > The Feathers > The North Side,2.4,-1,Lead,Onsight,Sport,Not Assigned,60.0,The North Side,Washington
2022-04-03,Tiny But Exciting,5.12a,"Linked first three clips, got hand up under roof but slipped before I could get the jug. Good link. Basically bolt to bolt through roof. One take right after roof. Pretty happy, need to link more. 
Don’t forget crimp right under roof. ",https://www.mountainproject.com/route/108385215/tiny-but-exciting,1,Arizona > Southern Arizona > Cochise Stronghold > West Stronghold > Sheepshead Area (Southwest) > The Muttonhead,3.6,-1,Lead,Fell/Hung,Sport,Not Assigned,65.0,The Muttonhead,Arizona
2022-04-03,Tiny But Exciting,5.12a,Bit of aiding. Bolt to bolt. ,https://www.mountainproject.com/route/108385215/tiny-but-exciting,1,Arizona > Southern Arizona > Cochise Stronghold > West Stronghold > Sheepshead Area (Southwest) > The Muttonhead,3.6,-1,Lead,Fell/Hung,Sport,Not Assigned,65.0,The Muttonhead,Arizona
2022-04-03,I'm Your Huckleberry,5.11- A0,"Led the first pitch with Matt before getting dive bombed by a Peregrine and had to rap. Good first pitch, meh rock at the start but it got better. ",https://www.mountainproject.com/route/107481788/im-your-huckleberry,1,Arizona > Southern Arizona > Cochise Stronghold > West Stronghold > Sheepshead Area (Southwest) > The Muttonhead,2.7,-1,Lead,Onsight,"Sport, Aid",Not Assigned,88.0,The Muttonhead,Arizona
2022-04-02,Mystery of the Desert,5.9,Under 3hrs with Brad. Good fun. I led P2 and P5 layback. ,https://www.mountainproject.com/route/105928187/mystery-of-the-desert,6,Arizona > Southern Arizona > Cochise Stronghold > West Stronghold > Sheepshead Area (Southwest) > The Muttonhead,3.0,-1,Lead,Onsight,Trad,Not Assigned,450.0,The Muttonhead,Arizona
2022-03-26,Flame Thrower,5.11c,"At roof, go out far to hidden left hand, then high with right hand. Left hand up to good crimp, walk feet right, go up with right, aim for slot to right of bolt. Either match left or bump right. 
Great!! Definitely redpoint.",https://www.mountainproject.com/route/105912905/flame-thrower,1,California > Sierra Eastside > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Mustache Wall,3.6,-1,TR,Not Led,Sport,Not Assigned,90.0,Mustache Wall,California
2022-03-26,Flame Thrower,5.11c,No Notes,https://www.mountainproject.com/route/105912905/flame-thrower,1,California > Sierra Eastside > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Mustache Wall,3.6,-1,Lead,Fell/Hung,Sport,Not Assigned,90.0,Mustache Wall,California
2022-03-26,Flamed Variation,5.10b,No Notes,https://www.mountainproject.com/route/117939805/flamed-variation,1,California > Sierra Eastside > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Mustache Wall,2.6,-1,Lead,Onsight,Sport,Not Assigned,85.0,Mustache Wall,California
2022-03-25,Leary/Bard Arete,V5,Saw some progress but destroyed my tips on that start hold.,https://www.mountainproject.com/route/106351951/learybard-arete,1,California > Sierra Eastside > Bishop Area > Buttermilk Country > Buttermilks Main > Corner Boulders,3.8,-1,Attempt,Not Led,Boulder,Not Assigned,18.0,Corner Boulders,California
2022-03-25,West Face,5.10a,"One of those all time climbing experiences. Adam, Hans, Justin and I. Perfect early spring weather. Amazing views. Phenomenal climbing. I sent 2x 10a trad pitches. 
Justin and I topped it out on a knife ridge and a sketchy single iron. 3hr base to summit.",https://www.mountainproject.com/route/105942424/west-face,4,California > Sierra Eastside > Bishop Area > Cardinal Pinnacle,3.8,4,Lead,Onsight,Trad,Not Assigned,550.0,Cardinal Pinnacle,California
2022-03-24,The Prow,V2,No Notes,https://www.mountainproject.com/route/106131018/the-prow,1,California > Sierra Eastside > Bishop Area > Buttermilk Country > Buttermilks Main > Birthday Boulders,2.8,-1,Send,Not Led,Boulder,Not Assigned,16.0,Birthday Boulders,California
2022-03-24,The Prow Stand Start,V0+,No Notes,https://www.mountainproject.com/route/114341764/the-prow-stand-start,1,California > Sierra Eastside > Bishop Area > Buttermilk Country > Buttermilks Main > Birthday Boulders,2.7,-1,Send,Not Led,Boulder,Not Assigned,16.0,Birthday Boulders,California
2022-03-19,Lalaland,5.11c,"Hangdogged all over this… good climb, just wasn’t in the cards today. Got pretty pumped out. ",https://www.mountainproject.com/route/105880517/lalaland,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Faulty Tower,3.7,-1,Lead,Fell/Hung,Sport,Not Assigned,110.0,Faulty Tower,California
2022-03-19,Chubby Hubby,5.12a,Still don’t think I’ve freed a 12 lol. Very technical insecure crux. Good climb though!,https://www.mountainproject.com/route/108250417/chubby-hubby,1,California > Sierra Eastside > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Bavarian Wall and The Far Side,3.3,-1,TR,Not Led,Sport,Not Assigned,115.0,Bavarian Wall and The Far Side,California
2022-03-18,Moment of Zen,5.11a,"Fell following P2 a couple times, but then flashed the 11a/11b bolted second pitch! And on a FRIDAY!!",https://www.mountainproject.com/route/107304980/moment-of-zen,3,California > Sierra Eastside > Bishop Area > Pine Creek Canyon > Lamb Canyon Wall,3.5,-1,Lead,Not Led,"Trad, Sport",Not Assigned,250.0,Lamb Canyon Wall,California
2022-03-13,Marty Lewis's Ever Changing Hair Line,V2,No Notes,https://www.mountainproject.com/route/106132012/marty-lewiss-ever-changing-hair-line,1,California > Sierra Eastside > Bishop Area > Volcanic Tablelands (Happy/Sad Boulders) > Happy Boulders > Savannah Area > Savannah Boulder,2.6,-1,Flash,Not Led,Boulder,Not Assigned,15.0,Savannah Boulder,California
2022-03-13,Ketron Classic,V4,Worked on it a while. Come back after work.,https://www.mountainproject.com/route/106054139/ketron-classic,1,California > Sierra Eastside > Bishop Area > Volcanic Tablelands (Happy/Sad Boulders) > Happy Boulders > Savannah Area > Savannah Boulder,3.6,-1,Attempt,Not Led,Boulder,Not Assigned,88.0,Savannah Boulder,California
2022-03-13,Carrot Top,V3,No Notes,https://www.mountainproject.com/route/106126702/carrot-top,1,California > Sierra Eastside > Bishop Area > Volcanic Tablelands (Happy/Sad Boulders) > Happy Boulders > Savannah Area > Fred Boulder,3.0,-1,Flash,Not Led,Boulder,Not Assigned,12.0,Fred Boulder,California
2022-03-12,Lava Haul,5.10a,No Notes,https://www.mountainproject.com/route/105972941/lava-haul,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Upper Gorge > Flavin Haven,3.6,-1,Lead,Onsight,Sport,Not Assigned,110.0,Flavin Haven,California
2022-03-12,C'mon Knucko,5.11b,No Notes,https://www.mountainproject.com/route/105912096/cmon-knucko,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Upper Gorge > Gorgeous Towers,3.5,-1,Lead,Fell/Hung,Sport,Not Assigned,90.0,Gorgeous Towers,California
2022-03-12,Gorgeous,5.10b,No Notes,https://www.mountainproject.com/route/105843581/gorgeous,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Upper Gorge > Gorgeous Towers,3.6,-1,Lead,Onsight,Sport,Not Assigned,90.0,Gorgeous Towers,California
2022-02-27,Sonic Youth,5.11d,"1 hung. Fatigue setting in, fell on that same last hard move. Great to see the progression though and really fun to work it with Miller/discuss with Jonah. Enjoy the process. ",https://www.mountainproject.com/route/105884624/sonic-youth,1,Nevada > Southern Nevada > Red Rocks > 05-Sandstone Quarry > Wake Up Wall Area > Sonic Youth Cliff > Lower Tier,3.8,-1,Lead,Fell/Hung,Sport,Not Assigned,60.0,Lower Tier,Nevada
