Date,Route,Rating,Notes,URL,Pitches,Location,Avg Stars,Your Stars,Style,Lead Style,Route Type,Your Rating,Length,Rating Code
2023-02-08,Cookie Monster,5.7,Follow hans,https://www.mountainproject.com/route/105732773/cookie-monster,3,Nevada > Southern Nevada > Red Rocks > 10-Pine Creek Canyon > Mescalito > East Face,3.0,3,Follow,,Trad,,360.0,1800
2023-02-08,Birdland,5.7+,Follow Amber practicing guiding,https://www.mountainproject.com/route/105733115/birdland,3,Nevada > Southern Nevada > Red Rocks > 10-Pine Creek Canyon > Brass Wall,3.4,3,Follow,,Trad,5.7+,600.0,1900
2023-02-07,Levitation 29,5.11b/c,"Amazing climb for the first 6 pitches. 7th pitch was beans.

Led 3, 4, 5, 6. Onsight all except crux p5. Fell 1 time after crux on crux pitch. Lowered and sent clean.

Don’t get suckered out left after the crux fist jam move on crux. Stem",https://www.mountainproject.com/route/105732443/levitation-29,7,Nevada > Southern Nevada > Red Rocks > 12-Oak Creek Canyon > Eagle Wall,3.8,4,Lead,Redpoint,Trad,5.11c,700.0,5100
2023-02-04,Hang A Louie,5.9,,https://www.mountainproject.com/route/108456872/hang-a-louie,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Faulty Tower,2.4,1,Lead,Redpoint,Sport,,115.0,2400
2023-02-04,Fender Strat,5.10a,,https://www.mountainproject.com/route/105912353/fender-strat,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Faulty Tower,2.7,2,Lead,Redpoint,Sport,,80.0,2600
2023-02-04,Klingon,5.12a,Finally. Great support from ashley,https://www.mountainproject.com/route/105907184/klingon,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Inner Gorge > The Dilithium Crystal,3.7,3,Lead,Redpoint,Sport,,90.0,6600
2023-02-04,Klingon,5.12a,1 hang. Tried a new sequence at crux instead of doing what works. ,https://www.mountainproject.com/route/105907184/klingon,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Inner Gorge > The Dilithium Crystal,3.7,3,Lead,Fell/Hung,Sport,,90.0,6600
2023-02-04,Klingon,5.12a,1 fall at end of crux. Should have sent this go. Hanging draws ,https://www.mountainproject.com/route/105907184/klingon,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Inner Gorge > The Dilithium Crystal,3.7,3,Lead,Fell/Hung,Sport,,90.0,6600
2023-02-01,Comfort of Home,V3,"2nd go, figured out top separately before second go. Tricky!",https://www.mountainproject.com/route/106130495/comfort-of-home,1,"California > Sierra Eastside > Bishop Area > Volcanic Tablelands (Happy/Sad Boulders) > Happy Boulders > Central Happiness Area > More Water, Less Power Boulder",2.4,2,Send,,Boulder,V3,12.0,20300
2023-02-01,Every Color You Are,V6,"No send. Fell on last move on the day flash attempt! Had finger tips on the last hold. Ripped skin

2 more tries not as good",https://www.mountainproject.com/route/106126755/every-color-you-are,1,California > Sierra Eastside > Bishop Area > Volcanic Tablelands (Happy/Sad Boulders) > Happy Boulders > West Rim Area > Desert Skies/Morning Dove Area,3.6,4,Attempt,,Boulder,,15.0,20600
2023-02-01,Cue Ball,V4,Day flash ,https://www.mountainproject.com/route/106331180/cue-ball,1,California > Sierra Eastside > Bishop Area > Volcanic Tablelands (Happy/Sad Boulders) > Happy Boulders > East Rim Area > Sixty Foot Woman/Shadow Play Area > Shadow Play Boulder,3.0,3,Send,,Boulder,,15.0,20400
2023-02-01,Beer Tumor,V3,Day flash ,https://www.mountainproject.com/route/106275477/beer-tumor,1,California > Sierra Eastside > Bishop Area > Volcanic Tablelands (Happy/Sad Boulders) > Happy Boulders > Jesus Chrysler Area > Headbangers Cave,2.6,2,Send,,Boulder,,10.0,20300
2023-02-01,Beer Tumor Right,V4,Day flash,https://www.mountainproject.com/route/106275488/beer-tumor-right,1,California > Sierra Eastside > Bishop Area > Volcanic Tablelands (Happy/Sad Boulders) > Happy Boulders > Jesus Chrysler Area > Headbangers Cave,2.7,2,Send,,Boulder,,10.0,20400
2023-01-29,Love Crack,5.9,,https://www.mountainproject.com/route/114117043/love-crack,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Banana Belt,2.4,2,Lead,Onsight,Sport,,125.0,2400
2023-01-29,Nuke the Whales,5.9,,https://www.mountainproject.com/route/105895883/nuke-the-whales,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Banana Belt,2.5,2,Lead,Redpoint,Sport,,80.0,2400
2023-01-29,Love Stinks,5.11a,,https://www.mountainproject.com/route/105896599/love-stinks,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Banana Belt,3.6,2,TR,,Sport,,115.0,4600
2023-01-29,Love Stinks,5.11a,,https://www.mountainproject.com/route/105896599/love-stinks,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Banana Belt,3.6,2,Lead,Redpoint,Sport,,115.0,4600
2023-01-28,Carpenters Arete,V0+,,https://www.mountainproject.com/route/106131955/carpenters-arete,1,"California > Sierra Eastside > Bishop Area > Volcanic Tablelands (Happy/Sad Boulders) > Happy Boulders > Central Happiness Area > More Water, Less Power Boulder",1.6,-1,Send,,Boulder,,10.0,20010
2023-01-28,Carpenters Arete,V0+,,https://www.mountainproject.com/route/106131955/carpenters-arete,1,"California > Sierra Eastside > Bishop Area > Volcanic Tablelands (Happy/Sad Boulders) > Happy Boulders > Central Happiness Area > More Water, Less Power Boulder",1.6,-1,Flash,,Boulder,,10.0,20010
2023-01-28,Happy Hooker,V0+,,https://www.mountainproject.com/route/106130507/happy-hooker,2,"California > Sierra Eastside > Bishop Area > Volcanic Tablelands (Happy/Sad Boulders) > Happy Boulders > Central Happiness Area > More Water, Less Power Boulder",2.1,2,Send,,Boulder,,10.0,20010
2023-01-28,Grant's Christmas Present,V1,,https://www.mountainproject.com/route/106131992/grants-christmas-present,1,"California > Sierra Eastside > Bishop Area > Volcanic Tablelands (Happy/Sad Boulders) > Happy Boulders > Central Happiness Area > More Water, Less Power Boulder",2.7,2,Send,,Boulder,,10.0,20100
2023-01-27,Klingon,5.12a,"1 take. I could not for some reason find a body position to clip the crux bolt. I took because I used everything trying to get it clipped. 

EXTEND bolt 8 (or use stiffy draw if hanging draws)

2x 1 take. Not good

Crux beta. Left hand in big jug, right in pocket under bolt. Right foot on chalky jug. Left foot step through, left hand reach through to right of crimp rail. Right hand to epically good right pinch. Right foot up high and right to tick. Backflag, left hand to sloper jug, right hand to insanely good jug flake",https://www.mountainproject.com/route/105907184/klingon,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Inner Gorge > The Dilithium Crystal,3.7,3,Lead,Fell/Hung,Sport,,90.0,6600
2023-01-27,Klingon,5.12a,"Onsight attempt. Took at crux bolt. Bolt 8. I did not figure out the beta, got pumped and scared and said take instead of going for it",https://www.mountainproject.com/route/105907184/klingon,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Inner Gorge > The Dilithium Crystal,3.7,3,Lead,Fell/Hung,Sport,,90.0,6600
2023-01-27,High Sobriety Variation,5.11a PG13,,https://www.mountainproject.com/route/118620808/high-sobriety-variation,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Pub Wall,3.2,2,Lead,Onsight,Sport,,90.0,4600
2023-01-27,Hip Pockets,5.11a,,https://www.mountainproject.com/route/105897672/hip-pockets,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Banana Belt,3.4,3,Lead,Redpoint,"Trad, Sport",,100.0,4600
2023-01-27,Love Stinks,5.11a,,https://www.mountainproject.com/route/105896599/love-stinks,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Banana Belt,3.6,2,Lead,Onsight,Sport,,115.0,4600
2023-01-24,Split Descison,5.11a,Onto morning wood,https://www.mountainproject.com/route/109914794/split-descison,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Solarium,2.7,2,Lead,Onsight,Sport,,40.0,4600
2023-01-24,Morning Wood,5.11a,Best 11a in the gorge?,https://www.mountainproject.com/route/105965425/morning-wood,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Solarium,3.4,3,Lead,Onsight,Sport,,150.0,4600
2023-01-24,Peking Duck,5.10d,,https://www.mountainproject.com/route/105897531/peking-duck,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Great Wall of China,3.0,2,Lead,Redpoint,Sport,,70.0,3500
2023-01-24,Mandarin Orange,5.11b,1 fall. Foot slip. Bad technique. Foot too far out from body,https://www.mountainproject.com/route/105912365/mandarin-orange,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Great Wall of China,3.2,3,Lead,Fell/Hung,Sport,,90.0,4900
2023-01-24,Manchurian Candidate,5.11a/b,,https://www.mountainproject.com/route/113637346/manchurian-candidate,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Great Wall of China,3.4,3,TR,,Sport,,100.0,4800
2023-01-24,"Humbly, Mumbly, Jumbly",5.10b,,https://www.mountainproject.com/route/105897283/humbly-mumbly-jumbly,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Warm Up Wall,2.6,2,Lead,Redpoint,Sport,,80.0,2900
2023-01-24,Over the Top,5.11a,Fun top!,https://www.mountainproject.com/route/108456828/over-the-top,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Faulty Tower,3.3,3,TR,,Sport,,120.0,4600
2023-01-22,Chukars Gonna Chuk,5.9,Downclimb,https://www.mountainproject.com/route/118141284/chukars-gonna-chuk,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Lower Gorge > Diamondback Area,1.8,1,TR,,Sport,5.7,60.0,2400
2023-01-22,Chukars Gonna Chuk,5.9,,https://www.mountainproject.com/route/118141284/chukars-gonna-chuk,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Lower Gorge > Diamondback Area,1.8,1,Lead,Redpoint,Sport,5.7,60.0,2400
2023-01-22,Chewy the Beaver,5.8+,,https://www.mountainproject.com/route/112528187/chewy-the-beaver,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Lower Gorge > Diamondback Area,2.5,2,TR,,Sport,,105.0,2200
2023-01-22,Chewy the Beaver,5.8+,,https://www.mountainproject.com/route/112528187/chewy-the-beaver,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Lower Gorge > Diamondback Area,2.5,2,Lead,Redpoint,Sport,,105.0,2200
2023-01-22,Finked,5.7,Up climb and down climb,https://www.mountainproject.com/route/112528173/finked,2,California > Sierra Eastside > Bishop Area > Owens River Gorge > Lower Gorge > Diamondback Area,2.8,2,TR,,Sport,,80.0,1800
2023-01-22,Finked,5.7,,https://www.mountainproject.com/route/112528173/finked,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Lower Gorge > Diamondback Area,2.8,2,Lead,Redpoint,Sport,,80.0,1800
2023-01-20,Burning Rubber Necklace,V4,Technique practice: keep core tension. Didn’t do a good job on the third one ,https://www.mountainproject.com/route/106055538/burning-rubber-necklace,3,California > Sierra Eastside > Bishop Area > Volcanic Tablelands (Happy/Sad Boulders) > Happy Boulders > Serengeti Area > Soweto Boulder,3.1,3,Send,,Boulder,,,20400
2023-01-20,Carrot Top,V3,Practice: core tension,https://www.mountainproject.com/route/106126702/carrot-top,4,California > Sierra Eastside > Bishop Area > Volcanic Tablelands (Happy/Sad Boulders) > Happy Boulders > Savannah Area > Fred Boulder,3.0,3,Send,,Boulder,,12.0,20300
2023-01-18,Love Over Gold,5.11b,"Exhausted physically and emotionally. Good climb, try again. You’ll love it",https://www.mountainproject.com/route/114120452/love-over-gold,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Banana Belt,3.1,-1,Lead,Fell/Hung,Sport,,115.0,4900
2023-01-18,Wedge-O,5.10b,,https://www.mountainproject.com/route/105896614/wedge-o,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Banana Belt,2.9,1,Lead,Redpoint,Sport,,90.0,2900
2023-01-17,Bleached Bones,V4,2nd go of day,https://www.mountainproject.com/route/106052632/bleached-bones,1,California > Sierra Eastside > Bishop Area > Volcanic Tablelands (Happy/Sad Boulders) > Happy Boulders > Serengeti Area > Bleached Bones Boulder,2.8,2,Send,,Boulder,,,20400
2023-01-17,Burning Rubber Necklace,V4,Day flash,https://www.mountainproject.com/route/106055538/burning-rubber-necklace,1,California > Sierra Eastside > Bishop Area > Volcanic Tablelands (Happy/Sad Boulders) > Happy Boulders > Serengeti Area > Soweto Boulder,3.1,3,Send,,Boulder,,,20400
2022-12-31,Burning Rubber Necklace,V4,,https://www.mountainproject.com/route/106055538/burning-rubber-necklace,1,California > Sierra Eastside > Bishop Area > Volcanic Tablelands (Happy/Sad Boulders) > Happy Boulders > Serengeti Area > Soweto Boulder,3.1,3,Send,,Boulder,,,20400
2022-12-28,Peking Duck,5.10d,,https://www.mountainproject.com/route/105897531/peking-duck,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Great Wall of China,3.0,2,TR,,Sport,,70.0,3500
2022-12-28,Peking Duck,5.10d,,https://www.mountainproject.com/route/105897531/peking-duck,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Great Wall of China,3.0,2,Lead,Redpoint,Sport,,70.0,3500
2022-12-28,Child of Light,5.9,,https://www.mountainproject.com/route/105897046/child-of-light,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Great Wall of China,3.0,3,Lead,Redpoint,Sport,,90.0,2400
2022-12-28,Heart of the Sun,5.9,,https://www.mountainproject.com/route/105897050/heart-of-the-sun,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Great Wall of China,3.1,2,Lead,Redpoint,Sport,,90.0,2400
2022-12-26,Honey Badger Don't Care,5.10a/b,,https://www.mountainproject.com/route/107162289/honey-badger-dont-care,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Upper Gorge > Flavin Haven,3.2,2,TR,,Sport,,114.0,2800
2022-12-26,Honey Badger Don't Care,5.10a/b,,https://www.mountainproject.com/route/107162289/honey-badger-dont-care,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Upper Gorge > Flavin Haven,3.2,2,Lead,Redpoint,Sport,,114.0,2800
2022-12-26,Lava Haul,5.10a,,https://www.mountainproject.com/route/105972941/lava-haul,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Upper Gorge > Flavin Haven,3.6,4,Lead,Redpoint,Sport,,110.0,2600
2022-12-26,"Biochemically Compacted Sexual Affection (aka, ""Sex"")",5.12a,Fitness lap. I was utterly juiced haha,https://www.mountainproject.com/route/106121243/biochemically-compacted-sexual-affection-aka-sex,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Upper Gorge > Holy Trinity,3.8,4,Lead,Fell/Hung,Sport,5.12a,85.0,6600
2022-12-26,"Biochemically Compacted Sexual Affection (aka, ""Sex"")",5.12a,"1 fall, bolt before undercling. Put left foot in pocket! Not super high on chip. Wear katanas

I seem to only try this one absolutely exhausted. Terrible sleep, no rest days, tendinitis, and stuck in my head about ashley 

Man up and skip the draw after the 2 finger pocket. You’ll fall 5 feet farther",https://www.mountainproject.com/route/106121243/biochemically-compacted-sexual-affection-aka-sex,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Upper Gorge > Holy Trinity,3.8,4,Lead,Fell/Hung,Sport,5.12a,85.0,6600
2022-12-26,Caldera,5.11c,Day flash hanging draws,https://www.mountainproject.com/route/105843690/caldera,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Upper Gorge > Flavin Haven,3.8,4,Lead,Redpoint,Sport,,80.0,5200
2022-12-25,Machine Gun Jumblies,5.10a,,https://www.mountainproject.com/route/106815881/machine-gun-jumblies,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Upper Gorge > Gotham City,3.1,2,Lead,Onsight,Sport,,115.0,2600
2022-12-25,Dr. Evil,5.10a,,https://www.mountainproject.com/route/106446253/dr-evil,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Upper Gorge > Gotham City,3.5,2,Lead,Redpoint,Sport,,130.0,2600
2022-12-25,Flex Your Head,5.11d,"Day flash, hanging draws",https://www.mountainproject.com/route/105843297/flex-your-head,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Upper Gorge > Gotham City,3.8,3,Lead,Redpoint,Sport,5.11d,80.0,5500
2022-12-22,Ain't But the One Way,V0-1,,https://www.mountainproject.com/route/107504667/aint-but-the-one-way,1,California > Sierra Eastside > Bishop Area > Volcanic Tablelands (Happy/Sad Boulders) > Happy Boulders > Jesus Chrysler Area > Jesus Chrysler Boulder,2.7,2,Send,,Boulder,,15.0,20050
2022-12-22,Ain't But the One Way,V0-1,,https://www.mountainproject.com/route/107504667/aint-but-the-one-way,1,California > Sierra Eastside > Bishop Area > Volcanic Tablelands (Happy/Sad Boulders) > Happy Boulders > Jesus Chrysler Area > Jesus Chrysler Boulder,2.7,2,Flash,,Boulder,,15.0,20050
2022-12-22,Beer Tumor Right,V4,Warmup,https://www.mountainproject.com/route/106275488/beer-tumor-right,2,California > Sierra Eastside > Bishop Area > Volcanic Tablelands (Happy/Sad Boulders) > Happy Boulders > Jesus Chrysler Area > Headbangers Cave,2.7,2,Send,,Boulder,,10.0,20400
2022-12-22,Beer Tumor,V3,Warmup,https://www.mountainproject.com/route/106275477/beer-tumor,1,California > Sierra Eastside > Bishop Area > Volcanic Tablelands (Happy/Sad Boulders) > Happy Boulders > Jesus Chrysler Area > Headbangers Cave,2.6,2,,,Boulder,,10.0,20300
2022-12-20,Focus,5.11b,TR 20 minutes after send,https://www.mountainproject.com/route/105911123/focus,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Solarium,3.4,2,TR,,Sport,,60.0,4900
2022-12-20,Focus,5.11b,,https://www.mountainproject.com/route/105911123/focus,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Solarium,3.4,2,Lead,Redpoint,Sport,,60.0,4900
2022-12-20,Focus,5.11b,Goofed at the roof. Boulder problem off ground is fun,https://www.mountainproject.com/route/105911123/focus,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Solarium,3.4,2,Lead,Fell/Hung,Sport,,60.0,4900
2022-12-20,Over the Top,5.11a,Immediate tr,https://www.mountainproject.com/route/108456828/over-the-top,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Faulty Tower,3.3,3,TR,,Sport,,120.0,4600
